Time;Date;1_Feed_FLOW_CF01_PV;1_Feed_FLOW_CF01_SV;1_Feed_FLOW_CF02_PV;1_Feed_FLOW_CF02_SV;1_Feed_FLOW_CF03_SV;1_Feed_FLOW_CF03_SV;1_Feed_FLOW_CF04_SV;1_Feed_FLOW_CF04_SV;1_Feed_FLOW_CF05_SV;1_Feed_FLOW_CF05_SV;1_Feed_FLOW_CF06_SV;1_Feed_FLOW_CF06_SV
0:10:12;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
0:10:32;24/12/2015;-0.30625;0;0;0;0;0;0;0;0;0;0;0
0:10:52;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:11:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:11:32;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:11:52;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:12:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:12:32;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:12:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:13:12;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
0:13:32;24/12/2015;-0.30625;0;0;0;0;0;0;0;0;0;0;0
0:13:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:14:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:14:32;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:14:52;24/12/2015;-0.30625;0;0;0;0;0;0;0;0;0;0;0
0:15:12;24/12/2015;-0.30625;0;0;0;0;0;0;0;0;0;0;0
0:15:32;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
0:15:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:16:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:16:32;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:16:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:17:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:17:32;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
0:17:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:18:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:18:32;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
0:18:52;24/12/2015;-0.30625;0;0;0;0;0;0;0;0;0;0;0
0:19:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:19:32;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:19:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:20:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:20:32;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
0:20:52;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:21:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:21:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:21:52;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:22:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:22:32;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
0:22:52;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
0:23:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:23:32;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:23:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:24:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:24:32;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
0:24:52;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
0:25:12;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
0:25:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:25:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:26:12;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
0:26:32;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
0:26:52;24/12/2015;-0.35625;0;0;0;0;0;0;0;0;0;0;0
0:27:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:27:32;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
0:27:52;24/12/2015;-0.35;0;0;0;0;0;0;0;0;0;0;0
0:28:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:28:32;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:28:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:29:12;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
0:29:32;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
0:29:52;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
0:30:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:30:32;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:30:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:31:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:31:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:31:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:32:12;24/12/2015;-0.3;0;0;0;0;0;0;0;0;0;0;0
0:32:32;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
0:32:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:33:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:33:32;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:33:52;24/12/2015;-0.35;0;0;0;0;0;0;0;0;0;0;0
0:34:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:34:32;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:34:52;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
0:35:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:35:32;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
0:35:52;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:36:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:36:32;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:36:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:37:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:37:32;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
0:37:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:38:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:38:32;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
0:38:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:39:12;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
0:39:32;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:39:52;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
0:40:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:40:32;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
0:40:52;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
0:41:12;24/12/2015;-0.35;0;0;0;0;0;0;0;0;0;0;0
0:41:32;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
0:41:52;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
0:42:12;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
0:42:32;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
0:42:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:43:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:43:32;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:43:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:44:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:44:32;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
0:44:52;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:45:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:45:32;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:45:52;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:46:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:46:32;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:46:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:47:12;24/12/2015;-0.30625;0;0;0;0;0;0;0;0;0;0;0
0:47:32;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:47:52;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
0:48:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:48:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:48:52;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
0:49:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:49:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:49:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:50:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:50:32;24/12/2015;-0.35;0;0;0;0;0;0;0;0;0;0;0
0:50:52;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
0:51:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:51:32;24/12/2015;-0.29375;0;0;0;0;0;0;0;0;0;0;0
0:51:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:52:12;24/12/2015;-0.35;0;0;0;0;0;0;0;0;0;0;0
0:52:32;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:52:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:53:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:53:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:53:52;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:54:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:54:32;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
0:54:52;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
0:55:12;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
0:55:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:55:52;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:56:12;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
0:56:32;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
0:56:52;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:57:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:57:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:57:52;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
0:58:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
0:58:32;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:58:52;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
0:59:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
0:59:32;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
0:59:52;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
1:00:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:00:32;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
1:00:52;24/12/2015;-0.30625;0;0;0;0;0;0;0;0;0;0;0
1:01:12;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
1:01:32;24/12/2015;-0.35;0;0;0;0;0;0;0;0;0;0;0
1:01:52;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
1:02:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:02:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:02:52;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
1:03:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:03:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:03:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:04:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:04:32;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:04:52;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:05:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:05:32;24/12/2015;-0.29375;0;0;0;0;0;0;0;0;0;0;0
1:05:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:06:12;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
1:06:32;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:06:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:07:12;24/12/2015;-0.35;0;0;0;0;0;0;0;0;0;0;0
1:07:32;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
1:07:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:08:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:08:32;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
1:08:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:09:12;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
1:09:32;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
1:09:52;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:10:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:10:32;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:10:52;24/12/2015;-0.30625;0;0;0;0;0;0;0;0;0;0;0
1:11:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:11:32;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
1:11:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:12:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:12:32;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
1:12:52;24/12/2015;-0.3;0;0;0;0;0;0;0;0;0;0;0
1:13:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:13:32;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:13:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:14:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:14:32;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:14:52;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
1:15:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:15:32;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:15:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:16:12;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
1:16:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:16:52;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
1:17:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:17:32;24/12/2015;-0.30625;0;0;0;0;0;0;0;0;0;0;0
1:17:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:18:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:18:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:18:52;24/12/2015;-0.30625;0;0;0;0;0;0;0;0;0;0;0
1:19:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:19:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:19:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:20:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:20:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:20:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:21:12;24/12/2015;-0.3;0;0;0;0;0;0;0;0;0;0;0
1:21:32;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:21:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:22:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:22:32;24/12/2015;-0.3625;0;0;0;0;0;0;0;0;0;0;0
1:22:52;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
1:23:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:23:32;24/12/2015;-0.3;0;0;0;0;0;0;0;0;0;0;0
1:23:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:24:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:24:32;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:24:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:25:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:25:32;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
1:25:52;24/12/2015;-0.3;0;0;0;0;0;0;0;0;0;0;0
1:26:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:26:32;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:26:52;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
1:27:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:27:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:27:52;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
1:28:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:28:32;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
1:28:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:29:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:29:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:29:52;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
1:30:12;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
1:30:32;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
1:30:52;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
1:31:12;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
1:31:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:31:52;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:32:12;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
1:32:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:32:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:33:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:33:32;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
1:33:52;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:34:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:34:32;24/12/2015;-0.30625;0;0;0;0;0;0;0;0;0;0;0
1:34:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:35:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:35:32;24/12/2015;-0.30625;0;0;0;0;0;0;0;0;0;0;0
1:35:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:36:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:36:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:36:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:37:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:37:32;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:37:52;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
1:38:12;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
1:38:32;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
1:38:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:39:12;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
1:39:32;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
1:39:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:40:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:40:32;24/12/2015;-0.3;0;0;0;0;0;0;0;0;0;0;0
1:40:52;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
1:41:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:41:32;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:41:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:42:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:42:32;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:42:52;24/12/2015;-0.30625;0;0;0;0;0;0;0;0;0;0;0
1:43:12;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:43:32;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:43:52;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
1:44:12;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
1:44:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:44:52;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
1:45:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:45:32;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
1:45:52;24/12/2015;-0.35;0;0;0;0;0;0;0;0;0;0;0
1:46:12;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
1:46:32;24/12/2015;-0.31875;0;0;0;0;0;0;0;0;0;0;0
1:46:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:47:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:47:32;24/12/2015;-0.34375;0;0;0;0;0;0;0;0;0;0;0
1:47:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:48:12;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
1:48:32;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:48:52;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:49:12;24/12/2015;-0.33125;0;0;0;0;0;0;0;0;0;0;0
1:49:32;24/12/2015;-0.3375;0;0;0;0;0;0;0;0;0;0;0
1:49:52;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:50:12;24/12/2015;-0.325;0;0;0;0;0;0;0;0;0;0;0
1:50:32;24/12/2015;-0.3125;0;0;0;0;0;0;0;0;0;0;0
