Time;Date;PI-01 Liquid_HC;PI-02 Gas_HC;PI-03 Inert;PI-04 H2O;PI-05 Elicra;PI-06 Nabertherm;PI-07 Outlet Reactor;PI-08 RGA Effluent Inlet
0:21:51;23/12/2015;0.0213397;7.197627E-02;4.340278E-03;0.2841074;7.269965E-03;-3.555556;-2.224392E-02;-6.40191E-03
0:22:11;23/12/2015;2.115886E-02;7.197627E-02;4.521123E-03;0.2841074;7.378472E-03;-3.555556;-2.235243E-02;-6.618924E-03
0:22:31;23/12/2015;2.115886E-02;0.0728805;4.340278E-03;0.2842882;7.703993E-03;-3.555556;-2.235243E-02;-6.727431E-03
0:22:51;23/12/2015;2.061632E-02;7.215711E-02;4.521123E-03;0.2841074;7.486979E-03;-3.555556;-2.235243E-02;-6.727431E-03
0:23:11;23/12/2015;2.115886E-02;7.197627E-02;3.978588E-03;0.284469;7.269965E-03;-3.555556;-2.224392E-02;-6.618924E-03
0:23:31;23/12/2015;2.188223E-02;7.179543E-02;4.159433E-03;0.2839265;7.486979E-03;-3.555556;-2.256944E-02;-6.510417E-03
0:23:51;23/12/2015;2.097801E-02;7.215711E-02;4.159433E-03;0.2842882;7.595486E-03;-3.555556;-2.235243E-02;-6.727431E-03
0:24:11;23/12/2015;2.079716E-02;7.197627E-02;3.978588E-03;0.2841074;7.595486E-03;-3.555556;-2.246094E-02;-6.727431E-03
0:24:31;23/12/2015;2.079716E-02;7.197627E-02;4.521123E-03;0.2841074;7.486979E-03;-3.555556;-2.213542E-02;-6.835938E-03
0:24:51;23/12/2015;2.115886E-02;7.215711E-02;4.159433E-03;0.2839265;7.703993E-03;-3.555556;-2.202691E-02;-6.618924E-03
0:25:11;23/12/2015;2.079716E-02;7.215711E-02;4.159433E-03;0.2841074;7.486979E-03;-3.555556;-2.235243E-02;-6.510417E-03
0:25:31;23/12/2015;0.0213397;7.215711E-02;3.616898E-03;0.2841074;7.703993E-03;-3.555556;-2.246094E-02;-6.727431E-03
0:25:51;23/12/2015;0.0213397;0.0725188;4.340278E-03;0.284469;7.378472E-03;-3.555556;-2.213542E-02;-6.618924E-03
0:26:11;23/12/2015;2.043547E-02;7.233796E-02;4.882813E-03;0.2839265;7.378472E-03;-3.555556;-2.235243E-02;-6.510417E-03
0:26:31;23/12/2015;2.061632E-02;7.161459E-02;4.159433E-03;0.2839265;7.378472E-03;-3.555556;-2.246094E-02;-6.510417E-03
0:26:51;23/12/2015;2.061632E-02;7.215711E-02;4.340278E-03;0.284469;7.486979E-03;-3.555556;-2.246094E-02;-6.618924E-03
0:27:11;23/12/2015;2.043547E-02;7.161459E-02;5.063657E-03;0.2841074;7.378472E-03;-3.555556;-2.267795E-02;-6.510417E-03
0:27:31;23/12/2015;2.097801E-02;7.179543E-02;4.701968E-03;0.2842882;7.269965E-03;-3.555556;-2.278646E-02;-6.40191E-03
0:27:51;23/12/2015;2.079716E-02;7.215711E-02;4.340278E-03;0.2841074;7.269965E-03;-3.555556;-2.256944E-02;-6.618924E-03
0:28:11;23/12/2015;2.079716E-02;7.233796E-02;4.159433E-03;0.284469;7.161458E-03;-3.555556;-2.267795E-02;-6.293403E-03
0:28:31;23/12/2015;2.188223E-02;7.197627E-02;4.340278E-03;0.284469;7.161458E-03;-3.555556;-2.278646E-02;-6.835938E-03
0:28:51;23/12/2015;0.0213397;0.0725188;4.340278E-03;0.2846499;7.052951E-03;-3.555556;-2.256944E-02;-6.618924E-03
